title,cluster_label
The Scholar Strategy : How  critical race theory  alarms could convert racial anxiety into political energy,39
Haley Stevens gets called  a coward  at town hall after declining to take a stance on critical race theory,19
165 groups launched campaigns against critical race theory : report,92
"Adm . Michael Gilday defends Critical Race Theory for sailors , stays mum on anti - White HIV conspiracy",96
Letter to the editor : Critical Race Theory  ridiculous  ,18
Author of  Dark Money  says campaign against critical race theory in schools  has all the red flags of a dark money astroturf campaign  ,59
Terry McAuliffe Says Anti - White Critical Race Theory Is A  Right - Wing Conspiracy  ,93
"DEI Expert , Spelman Professor Discuss Ban Of Critical Race Theory In Georgia Public Schools",42
"Critical Race Theory : Mitch McConnell , More Conservatives Hysterical Over Education Reform",61
The totalitarian threat of critical race theory rears its ugly head,39
Franklin County School Board tangles with critical race theory,12
"At Founders event , Southern Baptists urged to choose Bible over  paganism , CRT",76
"SAU 16 faces public criticism on critical race theory , prom , masks",19
Critical Race Theory : How Lani Guinier fell victim to the anti - CRT movement,71
Letter : Critical Race Theory will help our kids do better,18
Why Critical Race Theory Became Conservative Go - To Bogeyman,0
"Debates on sex abuse , critical race theory front and center at first day of SBC meeting",19
Southern Baptist Convention 2021 offers a Trump and critical race theory litmus test,76
Thomas Gallatin : CRT Is the Front Line of the Culture War The Patriot Post,57
Southern Baptists take on critical race theory but not by name . Here why . ,76
Critical Race Theory masks bias,0
Mac Stipanovich : Hard truths about critical race theory,0
Media : Conservative Reaction to Critical Race Theory Is  White Privilege  ,19
Commentators urge school board to reject  critical race theory  ,12
Capitol News Service » Blog Archive » Academics Worry CRT Ban is a Slippery Slope,52
"Fox has mentioned  critical race theory  nearly 1 , 300 times in the past 3 . 5 months",93
Tommy Tuberville Cosponsors Bill Ending Federal Funding for Schools to Teach Critical Race Theory,23
Superintendent Catherine Truitt walks back comments about Senate fearing backlash over Critical Race Theory ban,25
Dont Let the Backlash Against Critical Race Theory Become a Victim of Its Own Success,39
"Vocal opponent of critical race theory , state Rep . Kimberly Fiorello hosts virtual town hall",92
"Fox News has mentioned  critical race theory  nearly 1300 times since March , according to watchdog study",93
DeSantis Challenger Makes Unhinged Comment About Opposition to Critical Race Theory,48
Continental school prohibits Critical Race Theory concepts in classrooms,2
"Whitmire : Alabama lawmaker wants to ban critical race theory , so I asked him what it is",49
When Critical Theory Took on Race,0
Southern Baptist Convention 2021 : Critical race theory tackled but not by name,76
Tennessee panel to discuss law banning teaching critical race theory,4
Southern Baptist Convention 2021 : Critical race theory on agenda,76
"  Critical race theory  rule might backfire on DeSantis , conservatives",48
An Alabama Republican who is trying to ban critical race theory was stumped when asked to define it,25
Tom Cotton Threatens to Hold Up Military Promotions over Critical Race Theory  Indoctrination  ,70
Critical race theory being banned in over 20 states analyzed by 1619 Project creator Nikole Hannah - Jones,44
How conservative groups are funding and inflaming communities against critical race theory,39
NBC News reporter explains how right - wing organizations and media are funding a scare campaign over critical race theory,93
Proposed Baptist resolution on race doesnt mention critical race theory | Georgia,76
Florida new  critical race theory  rule might backfire on DeSantis and conservatives,48
  Marxist  critical race theory curriculum meant to drive a wedge between Americans : Rep . Buck,59
Critical race theory debate rages on in Rhode Island,8
Critical Race Theory at Stanford Leads to Antisemitism Complaint From Jewish Faculty,16
"District 87 Pushes More  Inclusive  Curriculum , Not Critical Race Theory",29
"85 % Of Democrats Believe CRT Is  Good For America , Poll Finds",88
Stop Telling Critical Race Theory Critics We Dont Know What It Is,39
Dems Caught in Bald - Faced Lie Over CRT in Schools,46
"No , Terry McAuliffe , critical race theory isnt a  right - wing conspiracy  ",93
INSANE ! Twitter censors anti - critical race theory account,19
Vanity Fair called out for refusing to recognize liberal parents of color who oppose critical race theory,47
What conservatives really fear about critical race theory,39
Florida Mom Who Spoke Out Against CRT In Schools Warns Parents To Be Vigilant,73
Conservatives now use the label  critical race theory  to describe any conversation about race that makes them uncomfortable | Columns | Orlando,93
Five tips for debating Critical Race Theory : How to engage CRT zealots in debate about this regressive and racist theory,39
Marco Rubio attacks critical race theory as  new institutional orthodoxy  ,71
Texas Gov . Abbott Signs Law Preventing Teaching of Critical Race Theory in Public Schools,20
What is Critical Race Theory ? OSU expert explains amid Springfield High controversy,90
Residents voice concerns over critical race theory,92
"Greg Abbott Signs Anti - CRT Bill , Slamming the Door On Teaching Racism In Texas",45
Five tips for debating Critical Race Theory,0
The Battle Against Critical Race Theory,0
WHRO - False Claims About Critical Race Theory in Virginia Schools Spark Resistance,11
Teaching kids to  attack cop : Ron DeSantis adds fuel to critical race theory fire,48
Insane : Critical Race Theory proponents are genuinely pissed at Senate GOP for  insulting  them by supporting federal Juneteenth holiday,56
"RIGHT SPEAK : Whistleblowers Explain How Biden Woke  Extremism  Training Is Tearing the Military Apart ; Troops segregated for  privilege walks , critical - race theory reading lists , Tom Cotton : Military Whistleblowers Report Leadership Forcing  A...",34
VA parents slam McAuliffe for calling CRT objections a  right - wing conspiracy :  Were a huge coalition  ,41
Questionable Curriculum : Elmbrook School Board Tables Controversial Equity Non - Negotiables That Resemble Critical Race Theory,60
"Gallatin County , Kentucky school board bans critical race theory",42
Chuck Todd Worries : Banning Critical Race Theory to Lead to False History ? ,44
How critical race theory grew from law school thesis to K - 12 trend :  Revolutionizing a culture  ,7
Live updates : Two critical race theory motions before Southern Baptists ruled out of order,76
"Opinion : Critical race theory is an alarm clock . Without it , America will remain asleep . ",39
"Critical race theory corrupting U . S . civics education , new study charges",59
"Rep . Virginia Foxx : How to fight critical race theory , other dubious ideologies and end student indoctrination",59
Southern Baptist Convention 2021 : Two critical race theory motions ruled out of order,76
Please Stop Limiting the Battle to Critical  Race  Theory the Problem Is Much Broader and More Insidious,0
Political Editors : In Brief : Critical Race Theory Is Repackaged Marxism The Patriot Post,68
Majority has an unfavorable view of critical race theory : Poll,39
Majority of Americans Hold Negative View of Critical Race Theory Amid Controversy,39
None of These Republicans Trying To Ban  Critical Race Theory  Seem To Actually Be Able To Define It,56
Gov . Ricketts steps up attack on critical race theory,93
"Dinesh DSouza reveals how CRT distorts history , omits  inconvenient fact about Democrats -- Society Child -- Sott . net",88
Gov . Ricketts says he is  opposed to critical race theory  ,93
The Right - Wing Meltdown Over Critical Race Theory Is Spiraling Out of Control,56
Why Republicans demonize critical race theory,56
A GOP Lawmaker Wants to Ban Critical Race Theory -- Without Knowing What It Is,44
"Critical Race Theory Does Not Create Discrimination , It Fights It",39
Will Texas legislators take harsher steps to  abolish  critical race theory ? ,20
Texas Gov . Greg Abbott Signs Bill Targeting Critical Race Theory,20
"Teacher defends pushing critical race theory on students , calls opponents racist",2
Texas Gov . Greg Abbott wants lawmakers to again target critical race theory,20
"Banning Critical Race Theory Is A Good Step , But Not Far Enough",44
Texas Gov . Abbott signs anti - critical race theory bill,20
Florida ban on critical race theory wont change Brevard classrooms,55
The Left is trying to redefine critical race theory because it losing,39
What Critical Race Theory Has Wrought,0
"The Next Civil Rights Battle Is in Education , but Critical Race Theory Wont Be Involved",59
"Southern Baptist Convention Dodges Critical Race Theory Fight , Elects Moderate Ed Litton",8
Commentary : Critical race theory  catchall  for study of racial injustice | Opinions,39
GOP Rep Opposes Juneteenth As Federal Holiday Because Of Outrage Over Critical Race Theory,56
Gov . Pete Ricketts calls critical race theory  an attack on our country core values  ,93
"As House Approves Juneteenth Holiday Bill , GOP Rep Compares it to  Critical Race Theory  ",56
The Battle Against CRT Gets Physical,58
"9 speakers protest critical race theory during Williamsburg , James City School Board meeting",12
Majority of Americans Hold  Unfavorable  View of Critical Race Theory : Poll,39
Poll : 53 % of Hispanics Dont Like Critical Race Theory,39
  Trying to Poison Our Children Mind : Parents Fight Critical Race Theory in Schools,99
Ignoring the Debate Over Critical Race Theory Wont Make It Go Away,39
"Poll : 58 % of Americans Hold  Unfavorable  View of Critical Race Theory , 38 %  Favorable  ",39
"Poll : 58 % of Americans Hold  Unfavorable  View of CRT , 38 %  Favorable  ",88
POLL : Ricketts calls critical race theory  an attack on our country core values  ,93
Is Critical Race Theory taught in Alabama ? ,29
Constituent Calls Haley Stevens a  Coward  for Dodging on Critical Race Theory,19
T / E School Board Meeting Packed Over Critical Race Theory,12
Progressives betray their panic over grass roots campaign to elect school boards to stop CRT,46
Watch : Virginia School District Refuses Critical Race Theory Opt - Out,29
Americans who have heard of critical race theory dont like it,39
What The Critics And Supporters Of Critical Race Theory Have In Common,39
David Marcus : Critical Race Theory – here the right way to teach it in our schools,7
NBC News Hit Piece on Grassroots Parents Battling K - 12 Critical Race Theory Draws Fire,47
"Critical race theory makes race relations worse : 43 % yes , 24 % no",39
Watch as another parent  storm a school board meeting and obliterates critical race theory,12
"No , Mr . McAuliffe , CRT Isnt a  Right - Wing Conspiracy  ",41
NYT reporter claims teachers cant explain Juneteenth to students in  fear  of  critical race theory backlash  ,2
Gallatin County Schools superintendent on banning critical race theory,42
Virginia : Far - Left Activists Make List Targeting Critics of CRT in School Curriculum,52
  Do You Think My Black Kids Dont Know the History ? Harris Faulkner Puts Pro - CRT Dem on the Spot by Julio Rosas,45
NY Regents chancellor on critical race theory,71
Woke Illinois Teacher Says Marxist Critical Race Theory Must Be Taught In Schools Because  It Racist Not To  : US : Christianity Daily,2
Capitol Fax . com - Your Illinois News Radar » Pritzker addresses  critical race theory  issue,96
A Critical Race Theory Reader | National Review,18
"Democrats support CRT , but most other Americans say it  bad  | Politics News",88
Professor Compares GOP to German Neo - Nazis on Critical Race Theory,56
Debunking the media lies about anti - critical race theory legislation,93
Vermont town fires high school lifeguard for questioning CRT,63
South Kitsap school board votes down resolution on  critical race theory  ,12
Black Theologian Exposes  Demonic Ideology  Behind Critical Race Theory,76
"John McWhorter : Ignore the left gaslighting , it not racist to criticize Critical Race Theory",19
Conservatives Are Winning the Battle Against Critical Race Theory and It Driving the Left Nuts,56
Letter to the editor : Letter off - base on Critical Race Theory,18
Critical Race Theory and Academic Freedom,16
Superintendent Arntzen discusses Critical Race Theory on KGVO,71
Fox anti - critical race theory  parents are also GOP activists,47
Can Republicans Explain What Critical Race Theory Is ? ,56
Why Does the Media Keep Calling Critical Race Theory a  Bogeyman ? Because 58 % of Americans Dont Like It . ,93
Should critical race theory be taught in schools ? Parents in Bedford weigh in at school board meeting,99
Critical Race Theory is the new technocracy | American Enterprise Institute,68
Fox News caught trying to pass off GOP operatives as parents  concerned  about critical race theory,47
CRT Can KMA,58
"Parents who opposed critical race theory on Fox News are GOP activists , report says",47
Vanity Fair Botches Smear On Republicans Opposing Critical Race Theory,56
GOP Bill Seeks To Ban CRT Struggle Sessions In DC Government Schools,95
Texa ban on critical race theory in schools proves the GOP still doesnt understand MLK message,61
Bans continue for critical race theory in schools,2
Samantha Bee : Republicans and Fox News dont understand or actually care about  Critical Race Theory  ,93
There nothing more ironic than banning critical race theory in Martin Luther King Jr . name,78
Gov . Greg Abbott wants lawmakers to target critical race theory in a special session,20
"Gov . Greg Abbott wants lawmakers to target critical race theory in a special session , but is so far mum on details",20
Texas Lawmakers Arent Done With Critical Race Theory,20
Letter : Do homework on critical race theory,18
NBC News  Reporter  Accidentally Reveals Next Front in Media War on Critical Race Theory Opponents,93
School board meeting puts spotlight on critical race theory,12
"Juneteenth , Critical Race Theory , and the Winding Road Toward Reckoning",71
Parents seeing through educrat lies about critical race theory can fight it and win – HotAir,77
Lawmakers Battle Over Teaching  Critical Race Theory  ,49
Fox News Billed 11 GOP Activists as  Parent Critical of Race Theory,93
Juneteenth is  perfect answer  to Critical Race Theory : Heritage Foundation president,71
Texas passes law banning critical race theory in schools,42
Brandy Zadrozny talks with Chris Hayes about the Right fixation with race and the  moral panic machine  over CRT in schools,50
AG Schmidt argues federal control over teaching CRT,15
Left Trying to Redefine CRT Because Theyre Losing,58
Texas Governor Abbott signs anti - critical race theory bill -- Society Child -- Sott . net,20
Fox News reportedly presented GOP activist guests as parents concerned about critical race theory,47
"Critical Race Theory Distracts From Real Problems in Education , Ian Rowe Says – Ricochet",7
Right - wing  critical race theory  attacks are supercharging a racist movement to undo decades of civil rights advancement,68
Critical Race Theory Battle Invades School Boards with Help from Conservative Groups,12
"Black father blasts teaching Critical Race Theory to children , says white people never kept him from getting two medical degrees",77
Letter : Critical race theory fight just political ploy,18
"Critical Race Theory Distracts From Real Education Issues , Reformer Says",7
Critical Race Theory Will Destroy Our Military Dakota Wood,53
Texas Gov . Greg Abbott signs House Bill 3979  critical race theory  bill,20
Westerly teachers union hits back on critical race theory accusations,83
"Critical Race Theory , Diversity , Equity Curriculum put on blast at Unit 5 School Board meeting",59
"Critical Race Theory , Sex Abuse , and Southern Baptists",76
Critical race theory meeting fills Alexandria conference room,92
Tarr : Critical race theory is not a West Virginia value,8
Heritage President : Juneteenth  Perfect Answer  to Critical Race Theory,71
Ted Cruz : Critical Race Theory  Is Every Bit as Racist as the Klansmen in White Sheets  ,33
Ted Cruz slams critical race theory as  every bit as racist as the klansmen in white sheets  ,33
Lemon : GOP Opposing Critical Race Theory Is Whitewashing Racism from America Past,56
Ted Cruz Says Critical Race Theory Is  Every Bit As Racist As The Klansmen In White Sheets  ,33
"Plurality of Voters Say Critical Race Theory Makes Race Relations  Worse , Poll Shows",39
Must - see TV : Black medical professional denounces CRT at school board meeting,50
Ted Cruz Spits Fire About Critical Race Theory in Blistering Rebuke,33
Black Father Shreds CRT :  How Do I Have Two Medical Degrees If Im Oppressed ? ,50
Poll : Plurality of Voters Say Critical Race Theory Will Make Race Relations  Worse  ,39
GUEST COLUMN : Try this  Critical Race Theory  checklist | Opinion,71
  How do I have two medical degrees if Im oppressed ?: Father blasts CRT in a passionate speech -- Society Child -- Sott . net,73
Black Father Rips Critical Race Theory at School Board Meeting,77
Buffett Institute denies promoting critical race theory in webinars for early childhood teachers,7
Watch This Parent Obliterate Critical Race Theory | News Talk 550 KFYI | The Conservative Circus w / James T . Harris,47
Epic : Black Man Dismantles Critical Race Theory at School Board Meeting,12
Trump on Critical Race Theory in Schools :  A Program for National Suicide  ,11
Did You Know History Was Taught in Classrooms Before Critical Race Theory ? ,7
Metro Council committee opens discussion on critical race theory,92
Black Father DESTROYS Critical Race Theory At Illinois School Board Meeting,77
Letter : CRT is not demonizing,31
Un - Critical Race Theory,0
Collyer far from unbiased on CRT,31
VA Parent Who Survived Mao : Scholastic Critical Race Indoctrination  a Replay  of Mao  Cultural Revolution  ,9
  Teaching kids how to hate each other : Successful black dad earns major accolades for dismantling CRT,50
Wisconsin lawmaker offers bill to ban teaching of critical race theory in DC schools,25
Honor Juneteenth by Rejecting Critical Race Theory | Independent Women Forum,19
Illinois father goes viral for speech against critical race theory :  Bunch of nonsense  and virtue signaling,47
Don Lemon Blasts Critical Race Theory Opponents :  Stop Making it About You  ,39
NBC reporter complains about parents demanding transparency in fight against CRT,73
Louisville Metro Council discusses critical race theory in school,11
Honor Juneteenth by Rejecting Critical Race Theory,71
The Fight Continues : New Bill Aims to Cripple Critical Race Theory in D . C . – RedState,49
Educator Talks Critical Race Theory and Racism in America,7
Jackson Lee :  The Real Question on This Critical Race Theory Is Why Were So Afraid of Race  ,78
Viral vid : Illinois dad rages against Critical Race Theory,47
"Gwinnett school board meeting goes on without disruption , but Critical Race Theory dominates public debate",12
Just when you thought it couldnt get DUMBER – > US Naval War College CRT lecture ( free WiFi ?) is all fail ( watch if you can stand it ) – twitchy . com,35
Critical race theory education : How past curriculum panics foreshadowed this summer legislation . ,59
Christopher Rufo BLASTS Joy Reid for being all big and bad talking smack about him on her show ( while still refusing to debate CRT with him ) ,98
Ted Cruz Says Critical Race Theory is  Every Bit as Racist as Klansmen in White Sheets  ,33
Critical race theory is as racist as  the Klansman in white sheet : Ted Cruz,33
Kayleigh McEnany slams Don Lemon  insidiou criticism of parents against CRT :  It tearing us apart  ,24
Critical race theory bill jeopardizes JCPS dual enrollment course,60
Ted Cruz says critical race theory is as racist as  Klansmen in white sheets  ,33
VA parents tell Lawrence Jones why theyre taking a stand against critical race theory in their schools,99
High School Teacher Offers Extra Credit For Students To Testify Against Anti - CRT Bill,95
Wisconsin GOP congressman pushes bill to ban critical race theory in DC public schools,25
Trump Says Critical Race Theory Borders On  Psychological Abuse  ,19
CNN Lemon : Republicans  Trying to Whitewash Racism in America Past  by Opposing Critical Race Theory,56
Rally addresses  critical race theory  ,71
Charles M . Blow : Demonizing critical race theory,0
Dems ready to advance Biden nominee that Republicans accuse of promoting critical race theory,66
States move to restrict critical race theory as US celebrates Juneteenth,49
"Debate over critical race theory , 1619 Project reaches Souderton",0
"Critical Race Theory Is Antithetical to Christianity , Black Pastor Says",76
NBC Chuck Todd dismisses critical race theory as a  faux controversy  ,93
Louisville Metro Council members discuss  critical race theory  ,92
"CNN Don Lemon , Chris Cuomo blasted for criticizing parents opposed to teaching CRT :  Such a pitiful canard  ",24
LISTEN : Wade Miller Offers Help to Parents in Fighting Critical Race Theory | KCOL,77
High school teacher offers extra credit to students who testify in support of critical race theory,83
Critical race theory or  critical thinking skill ? Greenwich parents and students clash over curriculum,7
"Yes , Virginia – there is Critical Race Theory in our schools",11
Letter : State training at odds with ban on critical race theory,44
"Juneteenth holiday celebrated , Critical Race Theory explained by Harvard historian Annette Gordon - Reed",71
Read Trump 7 Ways To Strip Racist Critical Race Theory From Schools,2
"Critical Race Theory : What It Is , What It Isnt and Why It Matters",90
Critical race theory is as racist as  the Klansman in,39
Black father destroys critical race theory at school board meeting :  How did I get where I am right now if some white man kept me down ? ,77
What Loudoun Should Be Teaching Kids Instead Of Critical Race Theory,7
"Greenwich parents protest masks , critical race theory , school curriculum :  Hear what we have to say  ",72
Pro - Critical Race Theory Teachers Give Extra Credit To Students Who Testify On Anti - CRT Bill,83
Trump Says Critical Race Theory In Schools Is  A Program For National Suicide  ,11
D . L . Hughley Had This to Say About Juneteenth Being Recognized as National Holiday While There Are Bans on Critical Race Theory Being Taught In Schools,42
"Radical Leftists at CNN : Juneteenth Must Mean HR 1 , Critical Race Theory , Reparations",93
Critical race theory expected to surface at Attleboro school board meeting,12
How does the banning of critical race theory impact your child ? ,77
"Levin : Biden , Military Leaders  Promoting the Enemy  with Critical Race Theory",70
Rick Roberts : Should Critical Race Theory Be Removed From Higher Education ? ,16
Ted Cruz : Critical Race Theory  Every Bit as Racist as Klansmen in White Sheets  ,33
Don Lemon Carries Water for Critical Race Theory – PJ Media,71
Ted Cruz Slams Critical Race Theory as  Bigoted  and  Racist  ,33
Student Letter To Teacher Reveals Heartbreaking Effects Of Being Taught CRT In School :  Like Scum Undeserving Of Living  : Society : Christianity Daily,1
Critical race theory becomes a top issue in Virginia governor race,22
  How Do I Have Two Medical Degrees If Im Oppressed ?: Man Blasts Critical Race Theory With Powerful Speech,16
"Wisconsin Rep . Introduces Bill to Ban Critical Race Theory in Washington , D . C . Schools",25
Sen . Cruz slams critical race theory,33
Anti - critical race theory legislation proves the theory is correct,49
Grothman Introduces Bill to Ban Critical Race Theory in D . C . Schools,42
Father rages against critical race theory at Illinois school board,99
The Day - Critical race theory has proved divisive . What is it ? - News from southeastern Connecticut,92
  Stop making it about you : Whiny Don Lemon chastises parents who dont want CRT in schools,73
Don Lemon Says CRT Critics Need to Stop Being Judgmental and  Making It About  Them,31
"  Blue Live dont matter , ban critical race theory , expand Medicaid",96
"Banning critical race theory harms minority students , panel of educators says",2
Tucker Carlson Endorses Anti - Critical Race Theory PAC Fighting Anti - Racist  Poison  ,93
Dont ban Critical Race Theory . Expose it . ,44
Biden nominee for OPM - Human Resources - supports anti - American CRT,88
Should Critical Race Theory be banned ? ,44
Patrick Hampton : Juneteenth and Critical Race Theory Cant Coexist The Patriot Post,71
CNN Sellers : Critical Race Theory Is Just  America History  ,93
Must - see TV : Black medical professional denounces CRT at school board meeting By Thomas Lifson,50
"If you oppose Juneteenth , you agree with critical race theory",39
Heritage Foundation President :  Juneteenth is a Perfect Answer  to Critical Race Theory,71
Brian Peterson | Juneteenth and Critical Race Theory a tale of two suppressions,71
 ( From February 2020 ) Black law scholar explains how critical race theory is a  dangerous and destructive ideology  ,39
Critical Race Theory Becomes a Top Issue in VA Gov Race,22
The Right Is Panicking Over Critical Race Theory,39
"Pentagon Gets  Woke : Whistleblowers Reveal Segregation for  Privilege Walks , Critical Race Theory",96
Sen . Cruz : Critical Race Theory as  Racist  as KKK,33
Texas Governor Signs Education Law Targeting Critical Race Theory,20
Teachers Reward Students Who Testify on Anti - Critical Race Theory Bill,83
  Big Family  advocacy group to counter teaching of critical race theory and transgender issues in schools,99
Trump : Critical Race Theory In Schools Is  A Program For National Suicide  ,11
Rep . Marjorie Taylor Greene to Newsmax : CRT Ruining,24
Chris Krok Show : Dad Destroys CRT,35
Maine Voices : Panic about critical race theory undercuts student search for truth,59
MSNBC host Joy Reid makes bizarre claims about laws banning CRT,98
"Black Voices : Despite increasing debate over critical race theory , Juneteenth became a federal holiday . ",19
Dont Ban CRT . Expose It . ,31
Omar Falsely Claims Critical Race Theory Is Not Being Taught in Schools,29
Radical Ilhan Omar Denies Schools Are Teaching Critical Race Theory,2
Florida mother blasts critical race theory as  not teaching the truth  - ,55
Joy Reid lashes out at CRT opponent Chris Rufo for making  White Man Demand by challenging her to a debate,98
Rep . Ilhan Omar Says CRT Not Being Taught in Public Schools – PJ Media,46
Why Americans Overwhelmingly Reject Critical Race Theory,39
Teachers on edge over CRT implementation,1
"WaPo SMEARS writer / filmmaker with BLATANT lies about CRT , he busts them HARD with PROOF",31
WOW : A very defensive Joy Reid tweets something pretty damn racist when SNAPPING at Christopher Rufo for challenging her to CRT debate ( again ) ,98
Student Allegedly Educated in Critical Race Theory Says It Made Him Feel Like  Worthless Scum  – RedState,16
Mom from former Soviet Union  lived  CRT indoctrination :  Equity for all quickly ended with nothing to eat  ,9
Bill Whitaker :  Critical race theory  is latest lightning rod in Texas | Columnists,62
The Attacks on  In the Height Can Only Turn Latinos More Against Critical Race Theory,19
College President :  Critical Race Theory is the new Communism  ,68
NBC Chuck Todd : Outrage on Critical Race Theory Is  Manufactured  ,93
Illinois parent speaks out after viral rant condemning critical race theory,47
GOPer Shoots Down Chuck Todd Lie of  Manufactured  Outrage at CRT,34
A disturbing look at corporate Critical Race Theory brainwashing,96
Opinion : Critical race theory debate heats up,39
The War on Critical Race Theory : How America profits by projecting racism into foreign policy,68
Ilhan Omar denies critical race theory is being taught in schools,2
Nikole Hannah - Jones : GOP Attacks on Critical Race an Attempt to  Suppres U . S . Racist Past,56
Understanding The Republican Opposition To Critical Race Theory,56
Dad who went viral for opposing CRT :  Very important  for a father to be in the household,73
President Trump Op - Ed on Divisive Critical Race Theory,71
Ted Cruz erroneous definition of critical race theory explains white America,19
"Idaho needs more critical race theory , not less",49
"Back In 1997 , The NEW YORK TIMES Had The Courage To Report That Critical Race Theory Was Self - Serving BS | Blog Posts",93
Against Critical Race Indoctrination A plan to get divisive and radical theories out of our schools . By Donald J . Trump,61
Valley News - Column : The scourges of racism and critical race theory stereotypes,19
Stephanie Hayes : How to Keep Critical Race Theory and Other Bummers Out of Schoolbooks,59
Letter : Critical Race Theory should be taught,18
Quisha King Slams Rep . Ilhan Omar for Lying about Critical Race Theory,78
Americans overwhelmingly reject Critical Race Theory - here why -- Society Child -- Sott . net,77
Try This  Critical Race Theory  Checklist | The Heritage Foundation,71
California School District Moves to Ban Critical Race Theory Lessons,42
WaPo swing - and - a - miss : Activist Christopher Rufo dismantles  hit piece  on his efforts to expose evils of critical race theory -- Society Child -- Sott . net,13
Critical Race Theory Investigator Christopher Rufo :  This Is How the Media Lies  ,13
Candace Owen  Brother  Spews Nonsense About CRT,31
Critical Race Theory : Chris Rufo Accuses  Washington Post  of Telling  Outright Lie about His Anti - CRT Push,13
MSNBC Joy Reid Gets Owned After Accusing CRT Critic Pushing for Debate of  Making White Man Demands  ,98
"Ron Johnson says he doesnt want critical race theory in schools , but also does not want to ban it federally",42
  THIS is how the media LIE : Christopher Rufo takes WaPo hit - piece against him ( and his CRT fight ) APART lie - by - nasty lie in KICKA * S thread,24
Paso Robles school board planing to ban critical race theory,42
Paso Robles school board planning to ban critical race theory,42
"As Progressives Lose Critical Race Theory Debate , They Change the Narrative",93
  Unredacted with Kurt Schlichter : Even Leftists Know CRT Is Bull,31
"Critical Race Theory : NBC Left Out Key Details in Story on CRT Fight at Maine School , Parent Says",47
Listen to Black Parents Furious With Critical Race Theory,77
MSNBC Joy Reid refuses Chris Rufo  white man demand  challenge to debate critical race theory,13
Guest Opinion : Critical race theory seeks to call out racism,39
"College President Claims  Critical Race Theory Is the New Communism , Means It as a Compliment – RedState",68
Race in the classroom : the debate over  critical race theory  ,7
Liberal Media Scream : Chuck Todd calls parent - led opposition to critical race theory fake,47
Desperate Left says stopping CRT is a violation of 1st Amendment rights,28
Texas Gov . Greg Abbott Signs Into Law  Critical Race Theory  Bill Limiting Teaching of Current Events Related to Race,20
How Critical Race Theory Overran the Southern Baptist Convention,76
The Critical Race Theory Prof Embedded as a Top Naval College  Ethicist  ,16
"Critical race theory : Knee - jerk reactions , more",0
RI teacher awards students extra credit for testimony against bill banning CRT in class,95
Student challenges Florida Gov . DeSantis over critical race theory ban,55
A  Religion Without Grace : Dr . Voddie Baucham Talks About The  Demonic Ideology  Called Critical Race Theory : US : Christianity Daily,76
Newton County superintendent remains neutral amid critical race theory controversy,60
"As Rebellion Against Critical Race Theory Grows , Left Turns to Denial",39
Chuck Todd Slams GOP Strategist For  Manufactured  Outrage On Critical Race Theory,56
Cornell Belcher : Outrage over Critical Race Theory  Not Grassroot --  Organized and Is Being Paid For  ,92
Battle over critical race theory reaches San Diego school districts,11
Political Editors : In Brief : CRT Is  A Religion Without Grace  The Patriot Post,57
The Media Is Gaslighting America on Critical Race Theory,93
Critical Race Theory : Backlash Is Real | National Review,39
FAKE NEWS : MSNBC Claims Critical Race Theory Isnt Taught In Schools,29
Why Critical Race Theory Isnt About Just Teaching Social Studies,7
Greatly oppressed Don Lemon whines about white privilege and CRT,45
"FL mother blasts critical race theory , slams Ilhan Omar for claiming it made - up outrage",19
Biden nominee with CRT ties appears headed for close party - line vote,88
Power Up : Critical race theory advances the GOP culture war,56
"State Holds Hearings on Critical Race Theory , Was a Teacher Extra Points for Testifying Teens Okay ? – RedState",83
The Washington Post Tells the Truth About Florida and Critical Race Theory,55
Analysis : Here what Texa newly signed ban on teaching Critical Race Theory really signifies,44
Pro - Critical Race Theory Teachers Reward Extra Credit To Students Who Testify On Anti - CRT Bill By Jordan Davidson,83
"Canada : University Uses Critical Race Theory to Fight  Islamophobia  Like a kid with a new toy , leftists are bringing their latest tool of oppression and discord everywhere . Robert Spencer",68
IPS Superintendent : Critical Race Theory Is Not Being Taught Here,60
Monday Morning Thoughts : Do Conservatives Even Understand What Critical Race Theory Is ? ,39
How Jack Brewer Went From The NFL To Fighting Critical Race Theory,71
Canada : University Uses Critical Race Theory to Fight  Islamophobia  ,39
Biden nominee with CRT ties appears headed for close,88
POLL RESULTS : Respondents split on how they feel about critical race theory in schools,11
How Critical Race Theory Became Defining Culture - War Issue,68
Kamala Harris Breaks Tie on Biden Nominee With CRT Ties – PJ Media,88
Covering the push to ban critical race theory in school : 4 tips for journalists,2
Leaked Iowa School CRT Docs Show Teachers Forced To Classify  Make America Great Again  As  Covert White Supremacy  ,52
Chuck Todd Gets Stung as PBS Reporter Drops Facts on His Critical Race Theory Narrative,93
What is critical race theory ? North Texas professors explain,90
  Every word of this is bulls ** t : Washington Post finds 17 - year - old who opposes Gov . Ron DeSantis critical race theory ban,48
Australian Senate Votes to Keep Critical Race Theory out of Classrooms,61
Critical Race Theory is real . And it is really bad . ,39
Charlie Sykes wonders if dumb conservatives like Christopher Rufo who want to ban Critical Race Theory instruction want to  ban Marxism too  ,13
"Sen . Ron Johnson says he doesnt want critical race theory in schools , but also does not want to ban it federally",42
New e - book aims to help parents  combat  CRT in schools,73
