title,gpt_label
Black educators reflect on teaching history amid critical race theory backlash,<DEFENDING CRT>
Wyoming bill would ban critical race theory in schools,<NEUTRAL>
Two critical race bills survive,<NEUTRAL>
Atlanta School Board Member Jason Esteves Weighs in on Critical Race Theory,<NEUTRAL>
Texas Lt . Gov . Links Tenure Abolition to Banning Critical Race Theory | History News Network,<NEUTRAL>
Black educators reflect on teaching history amid critical race theory backlash – 850 WFTL,<DEFENDING CRT>
"Critical race theory , SOBE food festival attempts more diversity , Small Island Big Song",<NEUTRAL>
Ida B . Wells Barbie doll keeps legacy alive in the face of  critical race theory  pushback,<DEFENDING CRT>
Senators continue to push critical race theory limitations bill,<NEUTRAL>
2 - 23 - 22 wisconsin assembly votes to discourage race theory,<ANTI-CRT>
Former Liberal James Lindsay Now Fights Critical Race Theory,<ANTI-CRT>
"Lawmakers call for investigation , criticize federally - funded CRT program",<ANTI-CRT>
Taxpayer - funded critical race theory must come to an end - Republicans should answer the call,<ANTI-CRT>
New Texas charter schools must provide  assurance  they wont teach CRT,<ANTI-CRT>
John Oliver attempt to smear a Critical Race Theory critic backfires spectacularly -- Society Child -- Sott . net,<ANTI-CRT>
"DeSantis Declares Florida  Citadel of Freedom , Touts Opposition to CRT , Covid Restrictions in CPAC Speech By Caroline Downey",<ANTI-CRT>
"GOP leaders renew critical race theory crusade , target universities",<ANTI-CRT>
"Marjorie Taylor Greene :  We Ended Racism , But Now It Is Back With CRT",<ANTI-CRT>
Youngkin attempt to ban CRT through the budget fails,<DEFENDING CRT>
"Kentucky Senate passes SB 138 , anti - CRT bill",<NEUTRAL>
UM ASB Senate and Faculty Senate condemn anti - CRT vote - The Daily Mississippian,<DEFENDING CRT>
Bill limiting Critical Race Theory teaching moves to the Wyoming House after Senate gives final approval,<NEUTRAL>
Controversial  anti - CRT  education bill passes in Senate committee | Politics,<ANTI-CRT>
Indiana Senate amends anti - CRT bill to require permission from parents for invasive surveys,<ANTI-CRT>
Alabama Legislature trans treatment abortion pills CRT bills ban,<ANTI-CRT>
EXCLUSIVE : Here Are The Critical Race Theory Programs Gov . Glenn Youngkin Has Rescinded,<NEUTRAL>
"Opinion : Banning CRT means promoting ignorance , prejudice in schools",<DEFENDING CRT>
"Youngkin report , not surprisingly , purports to find CRT in Virginia public education",<DEFENDING CRT>
Anti - critical race theory bill gets cool reception at Nebraska Legislature hearing,<NEUTRAL>
Decatur High students organize march on state Capitol to protest  critical race theory  bills,<DEFENDING CRT>
Educators outspoken on critical race theory in Lincoln,<NEUTRAL>
Republican Primary Challenger to Texas AG Helped Organize Summit Promoting CRT Ideas on  Implicit Bias  ,<DEFENDING CRT>
UT student leaders express support for academic freedom following Lt . Gov . Patrick announcement to end tenure over critical race theory,<DEFENDING CRT>
"WV House anti - CRT bill criticized as unworkable , as WV Senate advances alternative",<DEFENDING CRT>
"Gov . Kristi Noem talks Ukraine , Keystone pipeline and critical race theory at CPAC 2022",<NEUTRAL>
"Belle Terre swim club , canal dredging , critical race theory and 3 more letters",<NEUTRAL>
Dont oppose CRT from a religious perspective – Butler Eagle,<DEFENDING CRT>
"Kristi Noem CPAC speech mentions Ukraine , Keystone pipeline and CRT",<NEUTRAL>
"Virginia Gov . Glenn Youngkin stirred the GOP base with calls to ban critical race theory , but the issue has fallen flat in the General Assembly",<NEUTRAL>
Opinion | A New Poll Shows What Americans Think About  Critical Race Theory  ,<NEUTRAL>
Your Opinion : CRT isnt to make white people feel bad,<DEFENDING CRT>
Why Klaus Schwab is pushing Critical Race Theory -- Puppet Masters -- Sott . net,<ANTI-CRT>
Texas lt . gov . seeks tenure changes at colleges to stop critical race theory,<ANTI-CRT>
HB 1134 : Indiana Senate kills CRT - inspired legislation,<DEFENDING CRT>
Im a 12 - y - o former public school student . Here why I hate CRT . ,<ANTI-CRT>
Virginia Government Releases Report on Efforts to Combat Critical Race Theory in Public Schools,<ANTI-CRT>
Critical Thinking Must Replace Critical Race Theory,<ANTI-CRT>
Critical Thinking Must Replace Critical Race Theory CRT promotes conflict instigation instead of conflict resolution . Michael Cutler,<ANTI-CRT>
Aubrey King : Critical race theory has no real definition,<ANTI-CRT>
FLORIDA BARS CRT FROM CLASSROOMS,<NEUTRAL>
"Indiana Senate kills CRT - inspired legislation that created outrage among educators , Black Hoosiers",<DEFENDING CRT>
  That Very Dangerou : John Amos Reflects on the Success of  Root and How Critical Race Theory Silences Black History,<DEFENDING CRT>
Education Group Says UT Austin Twisting  Academic Freedom  to Impose Critical Race Theory By Caroline Downey,<ANTI-CRT>
"  Focus : Black Oklahoma : the state of teaching , critical race theory , white supremacist gangs",<NEUTRAL>
"Critical Race Theory Heads to the Courts - Christine Rosen , Commentary Magazine",<NEUTRAL>
"Who Afraid of Critical Race Theory ? ( co - sponsored by the Center on Race , Law and Justice ) – Leitner Center – Fordham Law",<NEUTRAL>
"Situation Update , Mar . 2nd – ASIANS are finally fed up with leftist race theory bullcrap – NaturalNews . com",<ANTI-CRT>
Framing Critical Race Theory,<NEUTRAL>
The Left Wont Debate Critical Race Theory,<ANTI-CRT>
"Shane Jett , Oklahoma state senator , wants to ban critical race theory from being taught in public sc",<NEUTRAL>
Opinion : Critical race theory has hijacked the conversation on race,<ANTI-CRT>
Critical  Race  to the Bottom – Ricochet,<ANTI-CRT>
Why Critical Race Theory Advocates Dont Want to Publicly Debate Their Ideas,<ANTI-CRT>
Olsen : Critical race theory,<NEUTRAL>
Dr . Pat Sawyer : What is CRT and Should We Be Concerned ? ,<NEUTRAL>
Leftist Bill Maher rips into  insane  Critical Race Theory for  making people crazy  ,<ANTI-CRT>
Veritas Forum cancels discussion on critical race theory,<NEUTRAL>
The Left Wont Debate Critical Race Theory | RealClearPolitics,<ANTI-CRT>
Spanish media promote Morenoite CRT amid mass youth protests,<ANTI-CRT>
Veritas Forum cancels discussion on critical race theory after uproar over speaker,<NEUTRAL>
"Asians speak out against Marxist critical race theory for being  a hateful , divisive , manipulative fraud  ",<ANTI-CRT>
"Critical Race Fragility The Left has denounced the  war on woke , but it is afraid to defend the principles of critical race theory in public debate . Christopher F . Rufo",<ANTI-CRT>
"CRT destructive to military cohesion , mutual trust",<ANTI-CRT>
Pat Sawyer : Cautions Regarding CRT,<NEUTRAL>
Pat Sawyer : Cautions Regarding CRT II,<NEUTRAL>
"If Critical Race Theory turns everything into race , isnt it racist ? » MercatorNet",<ANTI-CRT>
Cleveland State Prof Is Indoctrinating The Next Generation Of Educators With Critical Race Theory,<ANTI-CRT>
Aussie CEO Defies Critical Race Theory Policies and Chinese Supply Chains on Principle,<ANTI-CRT>
Chinese American Parents View Critical Race Theory as New Version of the Chinese Exclusion Act,<ANTI-CRT>
Critical Race Theory as a Leftist Hammer,<ANTI-CRT>
D . A . Horton : A Missiological Assessment of CRT,<NEUTRAL>
Stanley Kurtz :  Action Civic Curriculum Is  Alinskyite Community Organizing  with Critical Race Theory,<ANTI-CRT>
"Brave British Politician Stands Against Critical Race Theory | Newstalk 1400 , 104 . 5 , and 105 . 9",<ANTI-CRT>
Asian Americans Emerging as a Strong Voice Against Critical Race Theory,<ANTI-CRT>
Shelby Steele Debunks Critical Race Theory As First Guest On Fox News Podcast With Ben Domenech By Tristan Justice,<ANTI-CRT>
"Hazel McFerson , scholar of critical race theory , dies at 78",<NEUTRAL>
D . A . Horton : A Missiological Assessment of Critical Race Theory II,<NEUTRAL>
  Social Emotional Learning  Now a Vehicle for Critical Race Theory,<ANTI-CRT>
Critical Race Theory Aims To Upend the Civic Order,<ANTI-CRT>
D . A . Horton : A Missiological Assessment of Critical Race Theory III,<NEUTRAL>
Elite Prep Schools Turn to Critical Race Theory to  Decenter Whiteness  ,<DEFENDING CRT>
"Ready or not , here CRT comes",<NEUTRAL>
Question : Why Did a Biracial Student Fail  Critical Race Theory  Class ? Answer : Because He Refused to Confess His  White Dominance  ,<ANTI-CRT>
America Critical Race Delusion Must Be Stopped . ,<ANTI-CRT>
"  YOU are the face of privilege , YOU do not speak for u : Loudoun County VA teacher TORCHES school board and DISMANTLES Critical Race Theory ( watch ) ",<ANTI-CRT>
"VA Teacher WRECKS School Board , Critical Race Theory :  You DO NOT Speak for U ( Watch ) ",<ANTI-CRT>
Letter : Critical race theory pits Americans against one another,<ANTI-CRT>
How is Critical Race Theory supposed to enhance our kid education ? ,<NEUTRAL>
America critical race delusion must be stopped -- Puppet Masters -- Sott . net,<ANTI-CRT>
Critical Race Theory Is Dangerous . Here How to Fight It By Samantha Harris,<ANTI-CRT>
Attacking Critical Race Theory : A Modern Campaign of Conversion ? | History News Network,<DEFENDING CRT>
Opening Monologue :  Critical Race Theory  is Racist ! Resist ! ,<ANTI-CRT>
A Parent Who Criticized Critical Race Theory Has Been Placed on a Hit List For Harassment,<ANTI-CRT>
Report : Teachers and others compile a list of parents to expose them publicly for opposing critical race theory,<ANTI-CRT>
Ill . Superintendent Tries To Silence Community Over Critical Race Training,<ANTI-CRT>
"Professor criticized Critical Race Theory at University of Vermont , now students want him fired",<ANTI-CRT>
"WATCH : Gov Ron DeSantis blasts Critical Race Theory , says they are banning it in Florida",<ANTI-CRT>
"Teachers Make List of Parents Who Disagree with Critical Race Theory Curriculum , Plot to Expose Them",<ANTI-CRT>
"Loudoun County teachers blacklist , dox parents critical of race teachings",<ANTI-CRT>
DeSantis knocks critical race theory in civics curricula,<ANTI-CRT>
DeSantis : Civics curriculum proposal will  expressly exclude  critical race theory,<ANTI-CRT>
Ron DeSantis : Florida Schools Will Not Teach Critical Race Theory,<NEUTRAL>
Ron DeSantis Proposes Banning Teaching of Critical Race Theory,<NEUTRAL>
Gov . DeSantis :  There Is No Room In Our Classrooms For Things Like Critical Race Theory  ,<ANTI-CRT>
"Ron DeSantis Goes Full Boss Over Critical Race Theory , and No Games Were Played",<ANTI-CRT>
Critical Race Theory -- Florida Gov . DeSantis Proposes Plan to Bolster Florida Civics Curricula,<NEUTRAL>
DeSantis : Critical Race Theory Has No Place in Florida Schools | WMMB - AM,<ANTI-CRT>
DeSantis : Critical Race Theory Has No Place in Florida Schools | NewsRadio WIOD,<ANTI-CRT>
DeSantis : Critical Race Theory Has No Place in Florida Schools | NewsRadio WFLA,<ANTI-CRT>
DeSantis : Critical Race Theory Has No Place in Florida Schools,<ANTI-CRT>
DeSantis : Critical Race Theory Has No Place in Florida Schools | 100 . 7 WFLA,<ANTI-CRT>
DeSantis lashes out at  critical race theory  in push to overhaul Florida civics curriculum,<ANTI-CRT>
Gov . DeSantis knocks critical race theory in push to change civics education in Florida,<ANTI-CRT>
  The Endpoint Of Critical Race Theory : Columbia University Faces Backlash For Segregated Graduations,<ANTI-CRT>
Virginia Teachers and Public Officials Colluded to Demonize - And Even Hack and DOX - Parents Who Question Critical Race Theory,<ANTI-CRT>
  The endpoint of critical race theory : Columbia University faces backlash for segregated graduations,<ANTI-CRT>
Chris Salcedo Show : New Bills Could Institutionalize Critical Race Theory,<ANTI-CRT>
"Critical Race Theory in Wake County , NC Schools",<NEUTRAL>
DeSantis Doesnt Want Florida Schools Teaching  Hate  With  Critical Race Theory  ,<ANTI-CRT>
DeSantis Declares War on Critical Race Theory,<ANTI-CRT>
Canceling Critical Race Theory Is Not Partisan,<DEFENDING CRT>
America Critical Race Delusion Must Be Stopped,<ANTI-CRT>
"DeSantis condemns critical race theory , says it wont be taught in Florida classrooms",<ANTI-CRT>
DeSantis Slams Critical Race Theory and Says It Will Have No Place in Florida Classrooms,<ANTI-CRT>
Gov . Ron DeSantis says Florida civics curriculum will  expressly exclude  critical race theory,<ANTI-CRT>
DeSantis Details Civics Curriculum That Will Exclude Critical Race Theory,<ANTI-CRT>
"Gov . DeSantis Proposes Plan to Bolster Florida Civics Curricula , Denounces Critical Race Theory By Brittany Bernstein",<ANTI-CRT>
  HATE  OFF THE CURRICULUM : DeSantis Vows to Scrub  Critical Race Theory  from Public Schools,<ANTI-CRT>
DeSantis denounces critical race theory,<ANTI-CRT>
Ron DeSantis Slams Critical Race Theory and Emphasizes Civics,<ANTI-CRT>
"FL Gov . Ron DeSantis Blasts Critical Race Theory , Says it Wont be Taught in Classrooms",<ANTI-CRT>
DeSantis Debunks Critical Race Theory In Civics Curricula,<ANTI-CRT>
Florida Gov .  There Is No Room In Our Classrooms For Things Like Critical Race Theory  ,<ANTI-CRT>
"VA Teachers Make List of Parents Who Disagree with Critical Race Theory Curriculum , Plot to Expose Them",<ANTI-CRT>
"  No Room  for Critical Race Theory in Florida Schools , Gov . DeSantis Says",<ANTI-CRT>
Gov . DeSantis : No place for  critical race theory  in Fla . schools,<ANTI-CRT>
"DeSantis vs . Critical Race Theory , Dems vs . the Filibuster , De Blasio vs . the Law – Ricochet",<ANTI-CRT>
EXCLUSIVE : Cigna critical race theory training : Dont say  brown bag lunch  and be mindful of  religious privilege  ,<ANTI-CRT>
"California Ethnic Studies Curriculum imposes  critical race theory , excludes Martin Luther King Jr . ",<ANTI-CRT>
Southern School District Tells Teachers to Ignore White Parent Complaints Over Critical Race Theory - Theyre Benefiting From Whiteness – RedState,<ANTI-CRT>
Rep . Byron Donalds says Gov . DeSantis  absolutely correct  to ban critical race theory in schools,<ANTI-CRT>
Review :  This Property is Condemned  by CRT,<ANTI-CRT>
VA teachers help create BLACKLIST of parents fighting critical race theory | Talk 1200,<ANTI-CRT>
DeSantis Makes Clear Critical Race Theory Will Have no Place in Florida Classrooms,<ANTI-CRT>
  WOKENESS comes to corporate America : Thread exposes Cigna employee critical race theory training and just WOW ( this is legal ?!) – twitchy . com,<ANTI-CRT>
"Cigna employees subjected to toxic critical race theory training , dissuaded from hiring white men : report says",<ANTI-CRT>
DeSantis Excludes Critical Race Theory From Civics Curriculum ; Some Teachers Arent Happy,<NEUTRAL>
"Gov . Ron DeSantis Says Critical Race Theory Banned In Florida Schools , Will Not Teach Kids To Hate",<ANTI-CRT>
Critical Race Theory Would Not Solve Racial Inequality : It Would Deepen It,<ANTI-CRT>
Chinese - American group condemns left - wing critical race theory,<ANTI-CRT>
Virginia School District Tries to Deal With  Secret Enemies List  of Parents Against Critical Race Theory – RedState,<ANTI-CRT>
"Valley News - Forum , March 23 :  Critical race theory no way to fix our problems",<ANTI-CRT>
Tom Cotton Senate Bill on Critical Race Theory,<NEUTRAL>
DeSANTIS :  Critical Race Theory is Teaching People to Hate Our Country and Hate Each Other  ,<ANTI-CRT>
Thomas Gallatin : Businesses Embracing CRT The Patriot Post,<ANTI-CRT>
DeSantis Lashes out at  Critical Race Theory  in Push to Overhaul Florida Civics Curriculum,<ANTI-CRT>
"Nick Reed PODCAST : 03 . 24 – CRT , Pastors , and Politics",<NEUTRAL>
Sen . Cotton Takes a Stand Against Training Soldiers in Critical Race Theory,<ANTI-CRT>
Tom Cotton Launches Bill to Ban Critical Race Theory from Military Training,<NEUTRAL>
Tom Cotton introduces legislation to banish critical race theory from military,<ANTI-CRT>
REPORT : Sen . Tom Cotton To Introduce Bill That Would Ban Critical Race Theory In The Military,<NEUTRAL>
"Critical Race Theory continues to come under attack , just as some Washington state lawmakers seek to impose it in schools , colleges and medical schools",<ANTI-CRT>
Richard Land : SBC wont split over CRT,<NEUTRAL>
"Here Your Primer On Critical Race Theory , Now In A Town Near You",<NEUTRAL>
"Here Your Primer On Critical Race Theory , Now In A Town Near You : Bottom Line - Understanding  whitenes and all its problems is key to understanding all races in America . ",<DEFENDING CRT>
Hero : Sen . Tom Cotton bill would ban critical race theory and neo - segregation from the US military,<ANTI-CRT>
SBC African American Fellowship on CRT and SBC Seminary Pr ... | The Exchange,<NEUTRAL>
Now Tom Cotton wants to ban  critical race theory  from U . S . military,<NEUTRAL>
Top - Tier Illinois School Hosting Critical Race Theory Indoctrination Week,<ANTI-CRT>
Cotton Bill Would Ban Critical Race Theory Training in Armed Forces,<NEUTRAL>
"Tom Cotton Calls Critical Race Theory  Left - Wing Nonsense , Seeks Military Ban",<ANTI-CRT>
Tom Cotton introduces legislation to ban  critical race theory  training in military,<NEUTRAL>
Critical Race Theory : The Great Evil of Our Time,<ANTI-CRT>
Stop Critical Race Theory Before It Destroys America,<ANTI-CRT>
Political Editors : In Brief : Primer on Critical Race Theory The Patriot Post,<NEUTRAL>
Tina Ramirez : Critical race theory divides families – what this mom with a biracial child wants you to know,<ANTI-CRT>
Rep . Tom Cotton Introduces Legislation to Ban  Critical Race Theory  in US Military,<NEUTRAL>
Don Bolduc : Sununu should support bill banning  critical race theory  ,<ANTI-CRT>
Cigna Critical Race Theory Training : Dont Say  Brown Bag Lunch  ,<ANTI-CRT>
CRITICAL RACE THEORY : THE GREAT EVIL OF OUR TIME,<ANTI-CRT>
Morenoite CRT offers political alliance with Spain PSOE - Podemos government,<NEUTRAL>
"Valley News - Forum , March 27 :    Critical race theory  and what it asks of us",<NEUTRAL>
Bill introduced to ban critical race theory from military,<NEUTRAL>
"A Third Way on the Place of Critical Race Theory in the Classroom By David Bernstein , Amna Khalid & J . D . Richmond",<NEUTRAL>
"Wealthy , white suburbanites create enemies list over CRT",<ANTI-CRT>
A Third Way on the Place of Critical Race Theory in the Classroom,<NEUTRAL>
Do better than critical race theory -- Society Child -- Sott . net,<ANTI-CRT>
The Southern Baptist Convention confronts critical race theory | American Enterprise Institute,<NEUTRAL>
Identity Politics and Critical Race Theory Have No Place in US Military,<ANTI-CRT>
  I am on a list : Parents opposing critical race theory say theyre being targeted by Virginia school board members,<ANTI-CRT>
"Rhode Island Introduces Legislation To Ban Critical Race Theory , Other  Divisive Concepts  ",<ANTI-CRT>
Texas GOP state lawmaker introduces bill to ban critical race theory in state public schools,<NEUTRAL>
What is Critical Race Theory ? Here why Republicans call it  un - American  and want to ban it from schools,<ANTI-CRT>
"Grassroots Rebellion Grows with New Calls to Ban Critical Race Theory from Military , Public Schools",<ANTI-CRT>
Teacher at elite Virginia school caught on camera forcing controversial race theory on students -- Society Child -- Sott . net,<ANTI-CRT>
The Dushanbe Interviews : Christopher Rufo -  Waste management consultant  vs . critical race theory -- Society Child -- Sott . net,<ANTI-CRT>
Parents Defending Education fights critical race theory in schools,<ANTI-CRT>
Texas State Lawmaker Introduces Bill to Ban Critical Race Theory in Public Schools,<NEUTRAL>
CRT welcomes new director for  The Crucible  | Palm Coast Observer,<NEUTRAL>
University professors hit back against opponents of critical race theory,<DEFENDING CRT>
"C . W . DAWSON : Critical Race Theory tells the honest , inclusive history of America",<DEFENDING CRT>
New York Times : Republicans opposing critical race theory are engaged in culture war,<DEFENDING CRT>
Two Truths And A Lie : Critical Race Theory | Independent Women Forum,<ANTI-CRT>
Why Critical Race Theory Should Be Banned from American Schools | John Hawkin Right Wing News,<ANTI-CRT>
Black dad explains why his little girl will not grow up with CRT,<ANTI-CRT>
North Carolina Lt . Governor : Critical Race Theory Mirrors Ku Klux Klan Ideology,<ANTI-CRT>
The Racist Rhetoric of  Anti - Racism  Interview With Kevin Roberts on the Deception of CRT,<ANTI-CRT>
Montana AG : Critical Race Theory Violates Discrimination Laws,<ANTI-CRT>
The Black Sisyphus : The folly of critical race theory,<ANTI-CRT>
"Maine father fights critical race theory in daughter school :  We need education , not indoctrination  ",<ANTI-CRT>
Letter : CRT Divides Us,<ANTI-CRT>
Letters : Ray Garofalo was right about  critical race theory  and its anti - White indoctrination,<ANTI-CRT>
Critical Race Theory Is Jim Crow Repackaged,<ANTI-CRT>
Elmbrook School District says critical race theory will not be taught,<NEUTRAL>
"Arizona GOP Gov Vetoes 22 Bills , Including Election Integrity , Anti - CRT",<NEUTRAL>
Critical Race Theory & Education : How Dems Will Push Protest Civics and CRT on Schools,<ANTI-CRT>
"Letters to the Editor - Health insurance , conservatives , gun violence , critical race theory",<NEUTRAL>
School to sue mom for trying to find out how CRT is taught,<ANTI-CRT>
Critical Race Theory Is Under Attack | RealClearPolitics,<DEFENDING CRT>
Glenn Youngkin :  We Will Not Teach Critical Race Theory  In VA Schools,<ANTI-CRT>
Glenn Youngkin says no to critical race theory and liberal public school curriculum,<ANTI-CRT>
Montana American Indian Caucus supports critical race theory,<DEFENDING CRT>
Vets Battle Critical Race Theory Invasion of Military - American Renaissance,<ANTI-CRT>
Teaching Critical Race Theory to Hawaiʻi Students,<NEUTRAL>
Kentucky bill would limit school discussions of critical race theory,<NEUTRAL>
The Proliferation Of Critical Race Theory Is Killing American Schools With Politics – Ricochet,<ANTI-CRT>
State school board considers new rule regarding critical race theory,<NEUTRAL>
Column : Fight over critical race theory hits the statehouse,<NEUTRAL>
The Proliferation Of Critical Race Theory Is Killing American Schools With Politics,<ANTI-CRT>
Fight Over Critical Race Theory Hits the Statehouse,<NEUTRAL>
"ISU to use hiring slow - down , reserves to meet  critical race theory  funding cut",<NEUTRAL>
Letters : Variable tolls would solve Chesapeake Bay Bridge congestion ; The meaning of Black Lives Matter ; More on Critical Race Theory | READER COMMENTARY,<NEUTRAL>
Watch the Essex town hall debate over critical race theory and Essex - Westford School District,<NEUTRAL>
"As critical race theory is debated in Guilford , how are other schools tackling social justice issues ? ",<NEUTRAL>
Iowa Legislature  critical race theory  ban on Kim Reynold desk,<NEUTRAL>
Black Dad and Daughter Warn Against Critical Race Theory – PJ Media,<ANTI-CRT>
Critical race theory sparks flurry of resolutions for SBC meeting | Church & Ministries,<NEUTRAL>
We Tennessee lawmakers banned critical race theory to protect children,<ANTI-CRT>
Ziegler remains firm LCPS is  not teaching critical race theory  ,<DEFENDING CRT>
Critical race theory is under attack,<DEFENDING CRT>
Why is critical race theory so controversial ? ,<NEUTRAL>
"VIRGINIA SAYS NO : Parents Rally , Organize to Stop  Critical Race Theory  in the Classrooms",<ANTI-CRT>
Virginia parents organize to fight critical race theory learning in classrooms,<ANTI-CRT>
CoastLine : Critical Race Theory - what is it and why is it so controversial ? ,<NEUTRAL>
Exclusive : Black Leader Recruits for Grassroots Critical Race Theory Pushback,<ANTI-CRT>
Andrew Sullivan : Critical Race Theory a  potent threat to liberal civilization  ,<ANTI-CRT>
"MUST SEE : Father and Daughter Reject Critical Race Theory ,  You Can Make Friends No Matter What Color  ",<ANTI-CRT>
RI mom says she could face lawsuit after demanding answers on CRT curriculum in elementary school,<ANTI-CRT>
Texas Foundation Poised to Lead Legal Challenges to Critical Race Theory in Schools,<ANTI-CRT>
Texas Foundation Ready to Lead Legal Fight Against CRT in Public Schools,<ANTI-CRT>
Critical Race Theory Amounts to Identity Theft,<ANTI-CRT>
Speak out Against Critical Race Theory : Sign the Petition,<ANTI-CRT>
  Not talking about racism is not a solution : What is Critical Race Theory ? ,<DEFENDING CRT>
NH Primary Source : Conservative group 1776 Action airs ad urging support for  anti - critical race theory  amendment,<ANTI-CRT>
GoLocalProv | RI School Comm . Considers Suing Woman for Public Records Requests Questioning Critical Race Theory,<NEUTRAL>
"Next time you hear about CRT , bring up CWT",<NEUTRAL>
RI school board may sue woman over race theory public record requests,<NEUTRAL>
High school debate coach : CRT has been ruining debates for years,<ANTI-CRT>
Montana American Indian Caucus issues statement supporting critical race theory,<DEFENDING CRT>
Critical race theory : A dangerous illiberal ideology,<ANTI-CRT>
Good People Resist Critical Race Theory | News Talk 550 KFYI | The Conservative Circus w / James T . Harris,<ANTI-CRT>
Top Loudoun school officials defend equity work against charges of  critical race theory  ,<DEFENDING CRT>
Texas teachers caught in culture war over critical race theory legislation,<NEUTRAL>
"Guest opinion : Members of Indian Caucus respond to Critical Race Theory opinion , comments",<NEUTRAL>
"Guest view : Members of Indian Caucus respond to Critical Race Theory opinion , comments",<NEUTRAL>
"To Stop Critical Race Theory , Fight to Control School Boards",<ANTI-CRT>
What Is Critical Race Theory and Why Are People So Upset About It ? ,<NEUTRAL>
"WATCH : Colorado mother scorches Critical Race Theory , says MLK Jr . had a dream but CRT is a NIGHTMARE",<ANTI-CRT>
There are good people out there resisting Critical Race Theory,<DEFENDING CRT>
"Do the words critical race theory get in the way of equity , inclusion and diversity ? ",<DEFENDING CRT>
Concerned mother could face lawsuit over attempts to seek information on school critical race theory curriculum,<ANTI-CRT>
"Montana Native Lawmakers Defend Critical Race Theory , Indian Education For All Act",<DEFENDING CRT>
Loudoun Co . Superintendent : Critical Race Theory Not in Schools – NBC4 Washington,<NEUTRAL>
What the  Critical Race Theory  Debate Is All About,<NEUTRAL>
Parents CAN beat critical race theory by running for school boards,<ANTI-CRT>
If I Were the Parent of a Small Child and Our Local School Adopted CRT … – Ricochet,<ANTI-CRT>
"With an Army of Grassroots Activists , Heritage Action Is Taking on CRT",<ANTI-CRT>
Ky . Lawmaker Wants To Make Teaching Critical Race Theory Illegal,<ANTI-CRT>
"Betsy McCaughey : To Stop Critical Race Theory , Fight to Control School Boards The Patriot Post",<ANTI-CRT>
Bozeman Schools officials say curriculum unaffected by AG opinion on critical race theory,<NEUTRAL>
"  It News to U Host Steve Merrill discusses Fauci gain - of - function funding , critical race theory , vaccines",<NEUTRAL>
  Fixer Upper  Stars Face Woke Media Mob Over Contribution to Anti - Critical Race Theory Candidate,<DEFENDING CRT>
Critical Race Theory teaches hate,<ANTI-CRT>
Lawmakers suckered into critical race theory scam,<ANTI-CRT>
George Floyd and critical race theory,<NEUTRAL>
Portland Teacher Threatens Colleagues Who Refuse to Teach CRT,<ANTI-CRT>
"GoLocalProv |  Over the Top  Critical Race Theory Inquiries  Distracting & Derailing , Says School Committee Chair",<DEFENDING CRT>
Parents protest Critical Race Theory at Onslow Board of Ed meeting,<NEUTRAL>
"Video of dad , daughter speaking out against critical race theory goes viral",<ANTI-CRT>
"Colorado mother calls for end to critical race theory  nightmare , rebukes local school board",<ANTI-CRT>
Father - Daughter TikTok Takes On Critical Race Theory :  Children Dont See Color  ,<ANTI-CRT>
Royal Alexander : Critical Race Theory at Louisiana Legislature,<NEUTRAL>
Georgia Board Of Education Takes Aim At Critical Race Theory,<ANTI-CRT>
"Critical Race Theory Encourages  Intolerance , Difference , Anger : Expert",<ANTI-CRT>
"No , Critical Race Theory Critiques Dont All Emanate Solely From Fear",<DEFENDING CRT>
"Critical race theory sparks flurry of resolutions for annual SBC meeting , Denny Burk reveals",<NEUTRAL>
Letter : There nothing simple about critical race theory,<NEUTRAL>
Virginia parents speaking out against critical race theory face retaliation,<ANTI-CRT>
Donald Morrison : The new Cold War over race theory,<NEUTRAL>
Parents Who Spoke Out Against Critical Race Theory Curriculum Now Being Harassed by Leftist Groups,<ANTI-CRT>
Angry neighbor seen flipping off mother giving interview about retaliation she faced for criticizing critical race theory,<ANTI-CRT>
Nick Reed PODCAST : 06 . 03 – Father & Daughter Speak Out Against CRT,<ANTI-CRT>
Vermont schools use CRT to teach hate against whites,<ANTI-CRT>
What is critical race theory ? What to know about Kentucky bill to limit racism discussions,<NEUTRAL>
Black father goes viral for slamming critical race theory,<ANTI-CRT>
Open Forum : Fighting Critical Race Theory,<ANTI-CRT>
Critical race theory : What to know about Kentucky proposed law,<NEUTRAL>
"Laconia School Board gets an earful about face masks , race theory",<NEUTRAL>
Dad - daughter duo go viral with video rejecting critical race theory :  Your skin color does not matter  ,<ANTI-CRT>
Texas Bars Protest Civics & Critical Race Theory,<ANTI-CRT>
Threat of  critical race theory  in Iowa schools is a specter of Republicans lawmaker imagination,<DEFENDING CRT>
Loudoun County School Officials Deny Critical Race Theory Allegations,<NEUTRAL>
The Racially Charged Bogeyman of Critical Race Theory,<DEFENDING CRT>
Georgia BOE with Gov . Brian Kemp in opposing  critical race theory  ,<ANTI-CRT>
Keep critical race theory out of our schools : Commentary,<ANTI-CRT>
"Pence , targeting critical race theory , declares  America is not a racist nation  ",<ANTI-CRT>
Why Rep . Chip Roy Aims to Defund Schools That Teach Critical Race Theory – Ricochet,<ANTI-CRT>
Critical Race Theory : The Culmination of Liberal  Good Intentions  ,<ANTI-CRT>
John Klar : Indoctrinating children into racist hate critical race theory in Vermont schools,<ANTI-CRT>
